,gen,class,primary_cat,sub_cat,infr_desc,infr_date,harm,sex,party,dup,year,event_unique_id,subject,notes,
742,Male,2011,Theft,NA,possessed and used another student's ipod without his knowledge or permission; came into possession of ipod while blacked out.,4/23/10,1,0,1,0,2011,2010-04-23_Theft_1_0_1_0,1,,
743,Male,2013,Disorderly Conduct,NA,urinated in frist elevator while intoxicated.,2/18/11,1,0,1,0,2011,2011-02-18_Disorderly Conduct_1_0_1_0,1,,
744,Male,2011,Disorderly Conduct,NA,deliberately interrupted and disrupted a softball game in progress among university faculty and graduate students by picking up and throwing two of the bases three times.,8/2/10,0,0,0,0,2011,2010-08-02_Disorderly Conduct_0_0_0_0,1,,
745,Male,2012,Drugs,NA,smoking marijuana and possession of drug paraphernalia.,9/19/10,0,0,0,0,2011,2010-09-19_Drugs_0_0_0_0,1,,
746,Male,2012,Disorderly Conduct,NA,failure to cooperate with public safety. princeton first aid & rescue squad and u. medical center at princeton staff in that he physically resisted and was verbally abusive while intoxicated. also had fake driver's license.,9/15/10,1,0,1,0,2011,2010-09-15_Disorderly Conduct_1_0_1_0,1,,
747,Male,2012,Alcohol,NA,hosting a party where he served alcohol to people under the age of 21.,8/21/10,0,0,1,0,2011,2010-08-21_Alcohol_0_0_1_0,1,,
748,Male,2014,Drugs,NA,possession of marijuana and drug paraphernalia,9/14/10,0,0,0,0,2011,2010-09-14_Drugs_0_0_0_0,1,,
749,Female,2014,Alcohol,NA,open container in common area (hallway).,8/21/10,0,0,1,0,2011,2010-08-21_Alcohol_0_0_1_0,1,,
750,Female,2012,Health and Safety,NA,attempted to retrieve a chair from roof of henry hall,7/12/10,0,0,0,0,2011,2010-07-12_Health and Safety_0_0_0_0,1,,
751,Male,2011,Alcohol,NA,"made beer available to minors in his room, and possessed an object capable of being used as a weapon--specifically a blunt-edged replica of a samurai sword.",9/15/10,0,0,1,0,2011,2010-09-15_Alcohol_0_0_1_0,1,,
752,Female,2013,Disorderly Conduct,NA,failure to cooperate with a public safety officer while also being intoxicated.,9/27/10,0,0,1,0,2011,2010-09-27_Disorderly Conduct_0_0_1_0,1,,
753,Male,2014,Alcohol,NA,found on nassau street in possession of a 12-pack of beer that a 21-year-old friend purchased for him.,9/22/10,0,0,0,0,2011,2010-09-22_Alcohol_0_0_0_0,1,,
754,Male,2013,Health and Safety,NA,smoking in dorm room.,9/26/10,0,0,0,0,2011,2010-09-26_Health and Safety_0_0_0_0,1,,
755,Male,2012,Alcohol,NA,making alcohol available to people under the age of 21 at party held in his room.,9/15/10,0,0,1,0,2011,2010-09-15_Alcohol_0_0_1_0,1,,
756,Male,2012,Alcohol,NA,holding a can of beer outside during lawn parties,9/19/10,0,0,1,0,2011,2010-09-19_Alcohol_0_0_1_0,1,,
757,Male,2014,Theft,NA,purchased iphone from another student knowing that it was stolen property.,9/19/10,1,0,0,1,2011,2010-09-19_Theft_1_0_0_1,1,,
758,Male,2014,Theft,NA,"student found an iphone and, without any attempt to locate its previous owner, converted it to personal use and then sold it for profit to another student.",9/13/10,1,0,0,1,2011,2010-09-13_Theft_1_0_0_1,1,,
759,Male,2011,Disorderly Conduct,NA,"served alcohol to minors; assault, placed hands on dps officer when repeatedly told not to; non-cooperation with public safety; non-cooperation with local law enforcement; all while intoxicated.",7/17/10,1,0,1,0,2011,2010-07-17_Disorderly Conduct_1_0_1_0,1,,
760,Male,2012,Dishonesty/Fraud,NA,failed to be straightfoward with building services staff in requesting two additional beds for his suite.,9/4/10,0,0,0,0,2011,2010-09-04_Dishonesty/Fraud_0_0_0_0,1,,
761,Male,2014,Dishonesty/Fraud,NA,wallet contained fake id,9/15/10,0,0,0,0,2011,2010-09-15_Dishonesty/Fraud_0_0_0_0,1,,
762,Male,2014,Disorderly Conduct,NA,uncooperative with dps in that he resisted instructions and refused to show his puid; made verbal threats of physical violence against dps.,9/11/10,1,0,0,0,2011,2010-09-11_Disorderly Conduct_1_0_0_0,1,,
763,Female,2011,Assault,NA,"pushed, unzipped the dress of, and pulled the flower of the hair of one student, and pushed and pulled the hair of another. made racially insensitive remark.",9/19/10,1,1,0,0,2011,2010-09-19_Assault_1_1_0_0,1,,
764,Male,2013,Dishonesty/Fraud,NA,evaded public safety and was in possession of stop sign.,9/21/10,0,0,0,1,2011,2010-09-21_Dishonesty/Fraud_0_0_0_1,1,,
765,Male,2013,Dishonesty/Fraud,NA,evaded public safety and was in possession of a stop sign.,9/21/10,0,0,0,1,2011,2010-09-21_Dishonesty/Fraud_0_0_0_1,1,,
766,Male,2014,Health and Safety,NA,went on blair roof.,10/8/10,0,0,0,0,2011,2010-10-08_Health and Safety_0_0_0_0,1,,
767,Male,2014,Property Damage & Vandalism,NA,destruction of property while intoxicated.,9/19/10,0,0,1,0,2011,2010-09-19_Property Damage & Vandalism_0_0_1_0,1,,
768,Male,2014,Drugs,NA,possession of marijuana,9/14/10,0,0,0,0,2011,2010-09-14_Drugs_0_0_0_0,1,,
769,Male,2012,Health and Safety,NA,"failed to seek help on behalf of severely intoxicated individual, while he was under the influence of alcohol.",10/1/10,0,0,1,0,2011,2010-10-01_Health and Safety_0_0_1_0,1,,
770,Male,2011,Health and Safety,NA,failed to seek help on behalf of severely intoxicated individual.,10/3/10,0,0,1,0,2011,2010-10-03_Health and Safety_0_0_1_0,2,,
771,Male,2012,Drugs,NA,smoked marijuana in his room.,10/10/10,0,0,0,0,2011,2010-10-10_Drugs_0_0_0_0,1,,
772,Male,2013,Disorderly Conduct,NA,unauthorized entry into university steam tunnels.,9/30/10,0,0,0,1,2011,2010-09-30_Disorderly Conduct_0_0_0_1,1,,
773,Male,2012,Disorderly Conduct,NA,unauthorized entry into university steam tunnels.,10/13/10,0,0,0,0,2011,2010-10-13_Disorderly Conduct_0_0_0_0,1,,
774,Female,2011,Disorderly Conduct,NA,"unauthorized entry, in that she entered steam tunnels.",9/30/10,0,0,0,1,2011,2010-09-30_Disorderly Conduct_0_0_0_1,2,2nd person for event described on row 773,
775,Female,2013,Disorderly Conduct,NA,unathorized entry into university steam tunnels.,9/30/10,0,0,0,1,2011,2010-09-30_Disorderly Conduct_0_0_0_1,3,3rd person for event described on row 773,
776,Female,2011,Disorderly Conduct,NA,"unauthorized entry, in that she entered university steam tunnels",9/30/10,0,0,0,1,2011,2010-09-30_Disorderly Conduct_0_0_0_1,4,4th person for event described on row 773,
777,Female,2011,Health and Safety,NA,failed to seek help on behalf of a severely intoxicated individual.,10/3/10,0,0,1,0,2011,2010-10-03_Health and Safety_0_0_1_0,1,,
778,Male,2011,Disorderly Conduct,NA,"left the scene of a minor motor vehicle accident without consulting campus or local authorities, or the owner of the other vehicle.",9/28/10,1,0,0,0,2011,2010-09-28_Disorderly Conduct_1_0_0_0,1,,
779,Female,2016,Assault,NA,"pushed one student, punched/scratched another; made homophobic remark to a  student; made scene at and had to be removed from terrace club, while intoxicated.",10/8/10,1,0,1,0,2011,2010-10-08_Assault_1_0_1_0,1,,
780,Male,2012,Drugs,NA,possession/smoking marijuana & possession of prescription medication w/o a prescription.,10/15/10,0,0,1,1,2011,2010-10-15_Drugs_0_0_1_1,1,,
781,Male,2012,Drugs,NA,smoking marijuana,10/15/10,0,0,1,1,2011,2010-10-15_Drugs_0_0_1_1,2,,
782,Male,2011,Drugs,NA,providing another student with prescription medication.,10/15/10,0,0,1,1,2011,2010-10-15_Drugs_0_0_1_1,3,,
783,Male,2012,Drugs,NA,smoking marijuana,10/15/10,0,0,1,1,2011,2010-10-15_Drugs_0_0_1_1,4,,
784,Female,2012,Disorderly Conduct,NA,noncooperation with dps & uhs while intoxicated,10/16/10,0,0,1,0,2011,2010-10-16_Disorderly Conduct_0_0_1_0,1,,
785,Male,2014,Disorderly Conduct,NA,"public urination, verbal non-cooperation and brief physical struggle with public safety.",10/9/10,1,0,0,0,2011,2010-10-09_Disorderly Conduct_1_0_0_0,1,,
786,Male,2012,Alcohol,NA,served alcohol to minors in his room,9/13/10,0,0,1,0,2011,2010-09-13_Alcohol_0_0_1_0,1,,
787,Male,2013,Dishonesty/Fraud,NA,puid confiscated at charter club after someone other than michael attempted to use it to gain entry.,11/3/10,0,0,0,0,2011,2010-11-03_Dishonesty/Fraud_0_0_0_0,1,,
788,Male,2011,Alcohol,NA,provided alcohol to a party where minors were served.,9/13/10,0,0,1,0,2011,2010-09-13_Alcohol_0_0_1_0,2,2nd person for event described on row 787,
789,Male,2014,Property Damage & Vandalism,NA,noncooperation w/ps and vandalizing a ps vehicle.,10/17/10,0,0,0,0,2011,2010-10-17_Property Damage & Vandalism_0_0_0_0,1,,
790,Male,2014,Alcohol,NA,served alcoholic beverages to minors and non-cooperation with public safety.,10/9/10,0,0,1,0,2011,2010-10-09_Alcohol_0_0_1_0,1,,
791,Male,2014,Disorderly Conduct,NA,created a public disturbance while intoxicated,10/17/10,0,0,1,0,2011,2010-10-17_Disorderly Conduct_0_0_1_0,1,,
792,Female,2014,Dishonesty/Fraud,NA,allowed brother to use id to gain access to dining hall.,11/17/10,0,0,0,0,2011,2010-11-17_Dishonesty/Fraud_0_0_0_0,1,,
793,Male,2012,Disorderly Conduct,NA,"unauthorized entry, in that he spent the night in basement of murray theater.",10/23/10,0,0,0,0,2011,2010-10-23_Disorderly Conduct_0_0_0_0,1,,
794,Male,2012,Dishonesty/Fraud,NA,attempted to use his sister's puid to swipe in for a meal,11/1/10,0,0,0,0,2011,2010-11-01_Dishonesty/Fraud_0_0_0_0,1,,
795,Male,2012,Property Damage & Vandalism,NA,damaged entry door to 134 henry hall by kicking it open to gain access to his dorm room while intoxicated.,10/11/10,0,0,1,0,2011,2010-10-11_Property Damage & Vandalism_0_0_1_0,1,,
796,Male,2013,Disorderly Conduct,NA,student was uncooperative with and rude to umcp er staff while intoxicated.,11/1/10,0,0,1,0,2011,2010-11-01_Disorderly Conduct_0_0_1_0,1,,
797,Male,2014,Harassment/Respect for Others,NA,"wrote, in challk, foul language and images on the walls of whitman college's north hall, thereby creating an offensive and uncomfortable environment.",10/31/10,1,0,0,0,2011,2010-10-31_Harassment/Respect for Others_1_0_0_0,1,,
798,Male,2012,Disorderly Conduct,NA,non-cooperation in that he refused to leave the dining hall and failed to give his name and address to dps while intoxicated.,10/29/10,0,0,1,0,2011,2010-10-29_Disorderly Conduct_0_0_1_0,1,,
799,Female,2013,Health and Safety,NA,noncompliance w/ inspection staff in that she failed to surrender candles and for burning incence in her room,10/15/10,0,0,0,0,2011,2010-10-15_Health and Safety_0_0_0_0,1,,
800,Male,2012,Theft,NA,stole a keg & wheel barrel from terrace and failed to present himself to dps while intoxicated.,11/9/10,0,0,1,1,2011,2010-11-09_Theft_0_0_1_1,1,,
801,Male,2012,Theft,NA,stole a keg & wheel barrow from terrace and failed to present himself to ps while intoxicated.,11/9/10,0,0,1,1,2011,2010-11-09_Theft_0_0_1_1,1,,
802,Male,2013,Theft,NA,misappropriation of a dining services golf cart.,10/14/10,0,0,0,1,2011,2010-10-14_Theft_0_0_0_1,1,,
803,Male,2012,Theft,NA,misappropriation of a dining services golf cart.,10/14/10,0,0,0,1,2011,2010-10-14_Theft_0_0_0_1,2,,
804,Male,2013,Dishonesty/Fraud,NA,student had false identification on his person.,9/25/10,0,0,0,0,2011,2010-09-25_Dishonesty/Fraud_0_0_0_0,1,,
805,Male,2013,Drugs,NA,possession of and smoking pot in feinberg.,11/28/10,0,0,0,0,2011,2010-11-28_Drugs_0_0_0_0,1,,
806,Male,2012,Disorderly Conduct,NA,noncooperation with dps and leaving mccosh before being released while intoxicated.,12/2/10,0,0,1,0,2011,2010-12-02_Disorderly Conduct_0_0_1_0,1,,
807,Female,2011,Alcohol,NA,made alcohol (including hard alcohol) available to minors at the university press club cocktail party on 11/17/210.,11/17/10,0,0,1,1,2011,2010-11-17_Alcohol_0_0_1_1,1,,
808,Male,2011,Alcohol,NA,made alcohol (including hard alcohol) available to minors at the university press club cocktail party on 11/17/2010.,11/17/10,0,0,1,1,2011,2010-11-17_Alcohol_0_0_1_1,2,,
809,Male,2011,Alcohol,NA,made alcohol (including hard alcohol) available to minors at the university press club cocktail party on 11/17/2010.,11/17/10,0,0,1,1,2011,2010-11-17_Alcohol_0_0_1_1,3,,
810,Male,2013,Drugs,NA,found in possession of and smoking marijuana outside his dorm room.,11/28/10,0,0,0,0,2011,2010-11-28_Drugs_0_0_0_0,1,,
811,Male,2015,Assault,NA,assaulted another student who was attempting to provide assistance.,11/24/10,1,0,0,0,2011,2010-11-24_Assault_1_0_0_0,1,,
812,Male,2013,Disorderly Conduct,NA,"unauthorized entry, in that he remained in firestone library 90 minutes past closing.",12/2/10,0,0,0,0,2011,2010-12-02_Disorderly Conduct_0_0_0_0,1,,
813,Male,2013,Disorderly Conduct,NA,non-cooperation with u officials and thereatened physical violence in that he resisted assistance and threatened ps and pfars officers while intoxicated.,2/5/11,1,0,1,0,2011,2011-02-05_Disorderly Conduct_1_0_1_0,1,,
814,Male,2014,Property Damage & Vandalism,NA,broke window of whitman laundry room while intoxicated.,11/24/10,0,0,1,0,2011,2010-11-24_Property Damage & Vandalism_0_0_1_0,1,,
815,Male,2012,Alcohol,NA,arrested after being found in possession of alcohol as a minor.,12/8/10,0,0,0,0,2011,2010-12-08_Alcohol_0_0_0_0,1,,
816,Male,2013,Assault,NA,pushed another student while intoxicated,12/10/10,1,0,1,0,2011,2010-12-10_Assault_1_0_1_0,1,,
817,Male,2012,Drugs,NA,smoking marijuana and being in possession of drug paraphernalia.,12/17/10,0,0,0,1,2011,2010-12-17_Drugs_0_0_0_1,1,,
818,Male,2012,Drugs,NA,smoking marijuana and being in possession of drug paraphernalia.,12/17/10,0,0,0,1,2011,2010-12-17_Drugs_0_0_0_1,1,,
819,Male,2011,Property Damage & Vandalism,Damage of University property,damaged university property by throwing knives at suite door; charged $198 for repair.,12/7/10,0,0,0,1,2011,2010-12-07_Property Damage & Vandalism_0_0_0_1,1,,
820,Male,2011,Property Damage & Vandalism,Damage of University property,damaged university property by throwing knives at suite door; charged $198 for repair.,12/7/10,0,0,0,1,2011,2010-12-07_Property Damage & Vandalism_0_0_0_1,2,,
821,Male,2011,Property Damage & Vandalism,Damage of University property,damaged university property by throwing knives at suite door; charged $198 for repair.,12/7/10,0,0,0,1,2011,2010-12-07_Property Damage & Vandalism_0_0_0_1,3,,
822,Male,2011,Property Damage & Vandalism,Damage of University property,damaged university property by throwing knives at suite door; charged $198 for repair.,12/7/10,0,0,0,1,2011,2010-12-07_Property Damage & Vandalism_0_0_0_1,4,,
823,Male,2012,Dishonesty/Fraud,NA,gave his license to a recruit for purposes of entering the charter club,12/15/10,0,0,0,0,2011,2010-12-15_Dishonesty/Fraud_0_0_0_0,1,,
824,Male,2011,Assault,NA,punched another student while intoxicated in response to being pushed by the student.,12/10/10,1,0,1,0,2011,2010-12-10_Assault_1_0_1_0,1,,
825,Female,2013,Disorderly Conduct,NA,failed to leave marquand library after the building closed.,1/4/11,0,0,0,0,2011,2011-01-04_Disorderly Conduct_0_0_0_0,1,,
826,Male,2014,Sexual Misconduct,NA,"student sent multiple unwelcome and sexually suggestive text messages to another student, which unreasonably affected that student's educational expereince and living conditions on campus.",12/11/10,1,1,0,0,2011,2010-12-11_Sexual Misconduct_1_1_0_0,1,,
827,Male,2012,Assault,NA,struck another student once with a closed fist while intoxicated.,12/17/10,1,0,1,0,2011,2010-12-17_Assault_1_0_1_0,1,,
828,Male,2013,Disorderly Conduct,NA,uncooperative with public safety and staff at uhs/umcp while intoxicated.,1/31/11,0,0,1,0,2011,2011-01-31_Disorderly Conduct_0_0_1_0,1,,
829,Male,2013,Dishonesty/Fraud,NA,dishonesty and non-cooperation in that he lied to public safety and failed to meet with dsl after repeated requests.,12/11/10,0,0,0,0,2011,2010-12-11_Dishonesty/Fraud_0_0_0_0,1,,
830,Male,2011,Drugs,NA,smoked marijuana.,1/25/11,0,0,0,0,2011,2011-01-25_Drugs_0_0_0_0,1,,
831,Male,2014,Theft,NA,stole tools from construction site on prospect avenue.,12/17/10,0,0,0,0,2011,2010-12-17_Theft_0_0_0_0,1,,
832,Male,2014,Disorderly Conduct,NA,disturbed community by knocking on dorm room door and yelling loudly.,2/1/11,0,0,0,0,2011,2011-02-01_Disorderly Conduct_0_0_0_0,1,,
833,Male,2014,Drugs,NA,smoking marijuana.,12/15/10,0,0,0,0,2011,2010-12-15_Drugs_0_0_0_0,1,,
834,Male,2013,Disorderly Conduct,NA,drove vechile onto univeristy athletic field.,1/27/11,0,0,0,0,2011,2011-01-27_Disorderly Conduct_0_0_0_0,1,,
835,Male,2011,Alcohol,NA,made alcohol available to minors during 2009 bid night for his fraternity.,10/1/09,0,0,1,0,2011,2009-10-01_Alcohol_0_0_1_0,1,,
836,Male,2013,Dishonesty/Fraud,NA,dishonesty in that he misled and colluded with others to mislead dean jueds during her investigation.,12/14/10,0,0,0,0,2011,2010-12-14_Dishonesty/Fraud_0_0_0_0,1,,
837,Male,2014,Disorderly Conduct,NA,took part in hazing activtity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,1,,
838,Male,2014,Disorderly Conduct,NA,took part in hazing activtity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,2,,
839,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,3,,
840,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,4,,
841,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,5,,
842,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation .,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,6,,
843,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,7,,
844,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,8,,
845,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,9,,
846,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,10,,
847,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,11,,
848,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,12,,
849,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,13,,
850,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,14,,
851,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,15,,
852,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,16,,
853,Male,2013,Disorderly Conduct,NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,17,,
854,Male,2014,Disorderly Conduct,NA,"12/6: threatened pledges w/ paddling and force-feeding/drinking, dishonest during investigation. 12/11: resisted treatment efforts by dps, uhs, pfars, umcp, and assaulted 3 individuals during resistance while intoxicated.",12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,18,,
855,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,19,,
856,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,20,,
857,Male,2014,Disorderly Conduct,NA,took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.,12/6/10,1,0,1,1,2011,2010-12-06_Disorderly Conduct_1_0_1_1,21,,
858,Female,2012,Drugs,NA,smoked marijuana.,2/9/11,0,0,1,1,2011,2011-02-09_Drugs_0_0_1_1,1,,
859,Male,2013,Drugs,NA,smoked marijuana with friends.,2/9/11,0,0,1,1,2011,2011-02-09_Drugs_0_0_1_1,2,,
860,Male,2012,Drugs,NA,smoking marijuana and possession of drug paraphernalia.,2/9/11,0,0,1,1,2011,2011-02-09_Drugs_0_0_1_1,3,,
861,Male,2013,Drugs,NA,smoking marijana and possession of drug paraphernalia in that he also had a marijuana pipe.,2/1/11,0,0,1,1,2011,2011-02-01_Drugs_0_0_1_1,4,,
862,Male,2012,Drugs,NA,possession of drug paraphernalia.,2/1/11,0,0,1,1,2011,2011-02-01_Drugs_0_0_1_1,5,,
863,Male,2013,Harassment/Respect for Others,NA,threatened to light rommate's sheets on fire and threatened to kill his roomate while intoxicated.,2/5/11,1,0,1,0,2011,2011-02-05_Harassment/Respect for Others_1_0_1_0,1,,
864,Male,2012,Alcohol,NA,serving to minors,1/23/11,0,0,1,0,2011,2011-01-23_Alcohol_0_0_1_0,1,,
865,Male,2012,Theft,NA,removing a non-circulating book from marquand library.,1/3/11,0,0,0,0,2011,2011-01-03_Theft_0_0_0_0,1,,
866,Male,2011,Drugs,NA,possession of drugs and drug paraphernalia and ritalin for which he did not have a prescription.,2/12/11,0,0,0,0,2011,2011-02-12_Drugs_0_0_0_0,1,,
867,Male,2012,Drugs,NA,smoked marijuana.,2/11/11,0,0,1,1,2011,2011-02-11_Drugs_0_0_1_1,1,,
868,Female,2012,Drugs,NA,smoked marijuana.,2/11/11,0,0,1,1,2011,2011-02-11_Drugs_0_0_1_1,2,,
869,Female,2012,Drugs,NA,smoked marijuana.,2/1/11,0,0,0,0,2011,2011-02-01_Drugs_0_0_0_0,1,,
870,Female,2011,Dishonesty/Fraud,NA,"while intoxicated, told dps she was a rutgers students and gave them a fake name; attempted to leave scene after having been told by dps to stay.",1/25/11,0,0,1,0,2011,2011-01-25_Dishonesty/Fraud_0_0_1_0,1,,
871,Male,2011,Information Technology,NA,"violated university's it policy: sent 800 emails to students about availability of personal info through ldap, exploited this by creating a website hosting the personal info, and failed to report gap to authorities.",2/14/11,1,0,0,0,2011,2011-02-14_Information Technology_1_0_0_0,1,,
872,Male,2012,Drugs,NA,smoked marijuana.,2/1/11,0,0,1,1,2011,2011-02-01_Drugs_0_0_1_1,1,,
873,Male,2012,Drugs,NA,smoked marijuana in his dorm room.,2/1/11,0,0,1,1,2011,2011-02-01_Drugs_0_0_1_1,2,"not sure if two separate people, or two counts for the same person",
874,Male,2015,Drugs,NA,possession of and smoking marijuana and possession of fake id.,2/14/11,0,0,0,0,2011,2011-02-14_Drugs_0_0_0_0,1,,
875,Male,2012,Property Damage & Vandalism,NA,"misappropriation of property and damage to university property in that he removed and/or relocated other students' laundry, and damaged the laundry machines.",3/8/11,0,0,0,0,2011,2011-03-08_Property Damage & Vandalism_0_0_0_0,1,,
876,Female,2013,Disorderly Conduct,NA,"unauthorized entry, in that she entered 402 edwards hall, and failed to be honest, straightforward, and cooperative throught the disciplinary process.",1/31/11,0,0,0,0,2011,2011-01-31_Disorderly Conduct_0_0_0_0,1,,
877,Female,2011,Drugs,NA,possession of marijuana and a marijuana grinder.,2/14/11,0,0,1,1,2011,2011-02-14_Drugs_0_0_1_1,1,,
878,Female,2011,Drugs,NA,smoked marijuana in her dorm room.,2/14/11,0,0,1,1,2011,2011-02-14_Drugs_0_0_1_1,2,,
879,Female,2011,Drugs,NA,smoked marijuana.,2/14/11,0,0,1,1,2011,2011-02-14_Drugs_0_0_1_1,3,,
880,Male,2011,Drugs,NA,smoked marijuana.,2/14/11,0,0,1,1,2011,2011-02-14_Drugs_0_0_1_1,4,,
881,Male,2014,Disorderly Conduct,NA,urinated in hallway and damaged another student's property while intoxicated.,1/9/11,1,0,1,0,2011,2011-01-09_Disorderly Conduct_1_0_1_0,1,,
882,Male,2014,Alcohol,NA,purchased alcohol using someone else's id.,2/4/11,0,0,0,0,2011,2011-02-04_Alcohol_0_0_0_0,1,,
883,Male,2011,Dishonesty/Fraud,NA,"lied to p.safety officer about the incident of nov. 12, 2010 both on the scene and in the follow-up interview.",11/12/10,0,0,0,1,2011,2010-11-12_Dishonesty/Fraud_0_0_0_1,1,,
884,Male,2011,Dishonesty/Fraud,NA,"lied to p.safety officer about the incident of nov. 12, 2010 both on the scene and in the follow-up interview.",11/12/10,0,0,0,1,2011,2010-11-12_Dishonesty/Fraud_0_0_0_1,1,,
885,Male,2014,Disorderly Conduct,NA,hid under a bed when public safety arrived at a party he was attending.,1/23/11,0,0,1,0,2011,2011-01-23_Disorderly Conduct_0_0_1_0,1,,
886,Female,2013,Disorderly Conduct,NA,"while intoxicated, created late-night disturbance, significantly disturbing her roommate as she vomited, and subsequently required medical transport.",2/27/11,0,0,1,0,2011,2011-02-27_Disorderly Conduct_0_0_1_0,1,,
887,Female,2016,Disorderly Conduct,NA,entered another student's room and slept on the sofa.,2/20/11,0,0,0,0,2011,2011-02-20_Disorderly Conduct_0_0_0_0,1,,
888,Male,2014,Alcohol,NA,purchased alcohol with a fake id intending to serve.,2/22/11,0,0,1,0,2011,2011-02-22_Alcohol_0_0_1_0,1,,
